,Date,Ticker,Predicted_Movement,Buy
694,2025-12-17,CVS,0.4944652,1
2384,2025-12-17,STX,0.49442056,1
2466,2025-12-17,TER,0.49429923,1
2559,2025-12-17,TTWO,0.49415913,1
1212,2025-12-17,GRMN,0.4939332,1
783,2025-12-17,DLR,0.49380073,1
1469,2025-12-17,JPM,0.4936802,1
345,2025-12-17,BKNG,0.49351168,1
1633,2025-12-17,LVS,0.49350223,1
1873,2025-12-17,NEE,0.49336916,1
85,2025-12-17,AES,0.49312544,1
607,2025-12-17,COST,0.4929621,1
2174,2025-12-17,PSX,0.4927478,1
1361,2025-12-17,IFF,0.4925399,1
1409,2025-12-17,IRM,0.49250978,1
2072,2025-12-17,PFG,0.49245492,1
174,2025-12-17,AMP,0.49231336,1
1125,2025-12-17,GDDY,0.4920933,1
385,2025-12-17,BSX,0.49207875,1
2008,2025-12-17,ORLY,0.49190083,1
2489,2025-12-17,TJX,0.49183518,1
1236,2025-12-17,HAS,0.4917191,1
1218,2025-12-17,GS,0.4915567,1
2263,2025-12-17,ROST,0.4915301,1
2061,2025-12-17,PEP,0.49152735,1
1651,2025-12-17,LYV,0.4912799,1
913,2025-12-17,ENPH,0.49116224,1
472,2025-12-17,CDW,0.4909817,1
1391,2025-12-17,IP,0.49089167,1
2719,2025-12-17,WBD,0.49055326,1
2443,2025-12-17,TDG,0.49043727,1
51,2025-12-17,ADI,0.4903927,1
513,2025-12-17,CHTR,0.48991227,1
1915,2025-12-17,NRG,0.48988473,1
1996,2025-12-17,ON,0.48986942,1
1441,2025-12-17,JBHT,0.4893298,1
519,2025-12-17,CI,0.48929936,1
496,2025-12-17,CFG,0.48917022,1
1183,2025-12-17,GNRC,0.4891384,1
2096,2025-12-17,PHM,0.4890791,1
530,2025-12-17,CL,0.48902854,1
1415,2025-12-17,ISRG,0.4889218,1
126,2025-12-17,ALGN,0.4886966,1
1333,2025-12-17,HWM,0.4886581,1
1090,2025-12-17,FOXA,0.4885331,1
665,2025-12-17,CSX,0.488504,1
1839,2025-12-17,MTCH,0.48839328,1
1730,2025-12-17,MHK,0.48831767,1
1293,2025-12-17,HPQ,0.48827025,1
288,2025-12-17,BA,0.4880421,1
16,2025-12-17,ABBV,0.4878614,1
2807,2025-12-17,XYL,0.4878012,1
466,2025-12-17,CDNS,0.48774838,1
1060,2025-12-17,FICO,0.48772055,1
1066,2025-12-17,FIS,0.48762915,1
2246,2025-12-17,ROK,0.48754072,1
2129,2025-12-17,PNR,0.4875312,1
2512,2025-12-17,TRGP,0.4875117,1
282,2025-12-17,AZO,0.48743477,1
1201,2025-12-17,GPC,0.4871706,1
1937,2025-12-17,NUE,0.48675048,1
1101,2025-12-17,FSLR,0.4866264,1
2240,2025-12-17,RMD,0.4865813,1
1780,2025-12-17,MOS,0.4865612,1
1403,2025-12-17,IR,0.48654744,1
901,2025-12-17,EMN,0.48627222,1
2168,2025-12-17,PSA,0.48626292,1
2163,2025-12-17,PRU,0.4862415,1
2617,2025-12-17,UNP,0.48590344,1
730,2025-12-17,DD,0.4858941,1
1177,2025-12-17,GM,0.48573947,1
1154,2025-12-17,GILD,0.48568964,1
1049,2025-12-17,FFIV,0.4856133,1
565,2025-12-17,CMS,0.48555964,1
1345,2025-12-17,ICE,0.48553973,1
1897,2025-12-17,NKE,0.4853754,1
1657,2025-12-17,MA,0.48503137,1
63,2025-12-17,ADP,0.48497653,1
39,2025-12-17,ACN,0.48495215,1
571,2025-12-17,CNC,0.48488054,1
425,2025-12-17,CARR,0.48482326,1
1436,2025-12-17,J,0.48479086,1
1586,2025-12-17,LKQ,0.48462093,1
2067,2025-12-17,PFE,0.4846133,1
992,2025-12-17,EXPD,0.48457038,1
1979,2025-12-17,ODFL,0.4843099,1
1367,2025-12-17,INCY,0.4842285,1
1702,2025-12-17,MDLZ,0.4839296,1
1426,2025-12-17,ITW,0.4838693,1
1043,2025-12-17,FE,0.4836584,1
220,2025-12-17,APD,0.48341635,1
162,2025-12-17,AME,0.48314768,1
925,2025-12-17,EPAM,0.48311624,1
2190,2025-12-17,PYPL,0.48310933,1
2372,2025-12-17,STLD,0.48310837,1
2713,2025-12-17,WAT,0.4830527,1
1609,2025-12-17,LOW,0.48292667,1
1692,2025-12-17,MCK,0.48290265,1
1476,2025-12-17,KDP,0.48277262,1
2783,2025-12-17,WY,0.48266473,1
1078,2025-12-17,FMC,0.48255536,1
437,2025-12-17,CB,0.48249,1
73,2025-12-17,AEE,0.48225823,1
22,2025-12-17,ABNB,0.48217702,1
1758,2025-12-17,MMM,0.48206934,1
57,2025-12-17,ADM,0.48204815,1
317,2025-12-17,BDX,0.48198336,1
2813,2025-12-17,YUM,0.48182854,1
2530,2025-12-17,TRV,0.48181698,1
765,2025-12-17,DHI,0.4817784,1
2536,2025-12-17,TSCO,0.48173413,1
2611,2025-12-17,UNH,0.4817305,1
2118,2025-12-17,PM,0.48170614,1
1038,2025-12-17,FDX,0.48170182,1
2478,2025-12-17,TFX,0.48165548,1
1798,2025-12-17,MRK,0.48133355,1
1498,2025-12-17,KIM,0.4812558,1
1350,2025-12-17,IDXX,0.480793,1
2628,2025-12-17,URI,0.4807429,1
1463,2025-12-17,JNJ,0.4807245,1
2037,2025-12-17,PAYX,0.4804762,1
2501,2025-12-17,TMUS,0.4801905,1
801,2025-12-17,DOV,0.48017383,1
819,2025-12-17,DRI,0.4801382,1
1752,2025-12-17,MMC,0.4800948,1
97,2025-12-17,AIG,0.4800098,1
2268,2025-12-17,RSG,0.47996348,1
2772,2025-12-17,WST,0.4798921,1
1452,2025-12-17,JCI,0.4798607,1
362,2025-12-17,BLK,0.47978836,1
114,2025-12-17,AKAM,0.47968498,1
1010,2025-12-17,F,0.47960335,0
1568,2025-12-17,LH,0.4795893,0
1719,2025-12-17,META,0.47955224,0
1574,2025-12-17,LHX,0.47946957,0
277,2025-12-17,AXP,0.47938123,0
1763,2025-12-17,MNST,0.47936186,0
1891,2025-12-17,NI,0.4793439,0
718,2025-12-17,DAL,0.479336,0
2297,2025-12-17,SCHW,0.47926965,0
1253,2025-12-17,HD,0.47923127,0
1143,2025-12-17,GEN,0.47914785,0
2141,2025-12-17,PODD,0.47901213,0
2743,2025-12-17,WFC,0.47890368,0
2332,2025-12-17,SNPS,0.47889903,0
2495,2025-12-17,TMO,0.4788415,0
1931,2025-12-17,NTRS,0.47873503,0
1735,2025-12-17,MKC,0.4786094,0
2658,2025-12-17,VLTO,0.47852248,0
953,2025-12-17,ES,0.47842476,0
831,2025-12-17,DUK,0.47839597,0
1084,2025-12-17,FOX,0.47818914,0
368,2025-12-17,BMY,0.47802192,0
1828,2025-12-17,MSI,0.47797906,0
402,2025-12-17,BXP,0.47772303,0
2829,2025-12-17,ZTS,0.47766578,0
998,2025-12-17,EXPE,0.47765762,0
1862,2025-12-17,NDAQ,0.47763032,0
1533,2025-12-17,KO,0.47755778,0
2049,2025-12-17,PCG,0.47755045,0
443,2025-12-17,CBOE,0.4774498,0
976,2025-12-17,EVRG,0.47737396,0
2577,2025-12-17,TYL,0.4770536,0
237,2025-12-17,ARE,0.4769909,0
1539,2025-12-17,KR,0.4769806,0
1515,2025-12-17,KMB,0.47691345,0
1774,2025-12-17,MOH,0.4768893,0
1786,2025-12-17,MPC,0.47683287,0
559,2025-12-17,CMI,0.47681153,0
79,2025-12-17,AEP,0.4766418,0
981,2025-12-17,EW,0.47656497,0
836,2025-12-17,DVA,0.47644112,0
583,2025-12-17,COF,0.4762753,0
2032,2025-12-17,PAYC,0.47622055,0
2014,2025-12-17,OTIS,0.4761573,0
1921,2025-12-17,NSC,0.47591925,0
1095,2025-12-17,FRT,0.475596,0
1680,2025-12-17,MCD,0.47551388,0
2179,2025-12-17,PTC,0.47543266,0
2338,2025-12-17,SO,0.47532222,0
706,2025-12-17,CZR,0.4752573,0
547,2025-12-17,CME,0.4751597,0
2308,2025-12-17,SJM,0.47515446,0
1119,2025-12-17,GD,0.47515258,0
507,2025-12-17,CHRW,0.47505012,0
1113,2025-12-17,FTV,0.47502044,0
132,2025-12-17,ALL,0.474788,0
1321,2025-12-17,HUBB,0.4745144,0
2084,2025-12-17,PGR,0.47415125,0
1674,2025-12-17,MAS,0.474094,0
1713,2025-12-17,MET,0.47399274,0
138,2025-12-17,ALLE,0.4739794,0
1298,2025-12-17,HRL,0.47387782,0
2697,2025-12-17,VTRS,0.47383308,0
589,2025-12-17,COO,0.47378448,0
1990,2025-12-17,OMC,0.4737376,0
449,2025-12-17,CBRE,0.47373337,0
2542,2025-12-17,TSLA,0.47364086,0
2767,2025-12-17,WRB,0.4736197,0
108,2025-12-17,AJG,0.4736183,0
1879,2025-12-17,NEM,0.4736128,0
795,2025-12-17,DOC,0.4734434,0
1431,2025-12-17,IVZ,0.47313592,0
1165,2025-12-17,GL,0.47299686,0
2146,2025-12-17,POOL,0.4727828,0
1206,2025-12-17,GPN,0.4727576,0
2214,2025-12-17,REG,0.47274134,0
2749,2025-12-17,WM,0.47268763,0
322,2025-12-17,BEN,0.4726707,0
2135,2025-12-17,PNW,0.47266373,0
869,2025-12-17,ED,0.4724902,0
300,2025-12-17,BALL,0.47245327,0
759,2025-12-17,DGX,0.4724234,0
1598,2025-12-17,LMT,0.47237822,0
1527,2025-12-17,KMX,0.47228217,0
91,2025-12-17,AFL,0.4721126,0
2350,2025-12-17,SPG,0.47203055,0
2274,2025-12-17,RTX,0.47185823,0
120,2025-12-17,ALB,0.47175056,0
248,2025-12-17,AVB,0.47152156,0
1247,2025-12-17,HCA,0.4711825,0
2731,2025-12-17,WEC,0.47115377,0
2419,2025-12-17,SYK,0.47115332,0
501,2025-12-17,CHD,0.47113958,0
2055,2025-12-17,PEG,0.47113937,0
265,2025-12-17,AWK,0.4710349,0
885,2025-12-17,EIX,0.47103247,0
1833,2025-12-17,MTB,0.47102624,0
419,2025-12-17,CAH,0.47081083,0
742,2025-12-17,DECK,0.47074658,0
2691,2025-12-17,VTR,0.4707284,0
327,2025-12-17,BG,0.47064462,0
947,2025-12-17,ERIE,0.47057858,0
671,2025-12-17,CTAS,0.4705552,0
1961,2025-12-17,NWSA,0.4705138,0
1885,2025-12-17,NFLX,0.4701401,0
542,2025-12-17,CMCSA,0.47004598,0
2078,2025-12-17,PG,0.46996024,0
1241,2025-12-17,HBAN,0.46986663,0
2219,2025-12-17,REGN,0.4698243,0
2251,2025-12-17,ROL,0.4698038,0
1603,2025-12-17,LNT,0.46960813,0
2506,2025-12-17,TPR,0.46954408,0
2554,2025-12-17,TT,0.4694722,0
931,2025-12-17,EQIX,0.4692203,0
1379,2025-12-17,INTU,0.46916914,0
490,2025-12-17,CF,0.4691255,0
1397,2025-12-17,IQV,0.46912315,0
1551,2025-12-17,L,0.46903643,0
635,2025-12-17,CRL,0.46880138,0
1557,2025-12-17,LDOS,0.46876124,0
28,2025-12-17,ABT,0.46858093,0
937,2025-12-17,EQR,0.46851575,0
1973,2025-12-17,O,0.46851534,0
553,2025-12-17,CMG,0.4682348,0
2708,2025-12-17,WAB,0.46822873,0
259,2025-12-17,AVY,0.46817878,0
1955,2025-12-17,NWS,0.46815336,0
243,2025-12-17,ATO,0.46812817,0
754,2025-12-17,DG,0.4681104,0
2425,2025-12-17,SYY,0.46804678,0
1021,2025-12-17,FAST,0.46795,0
1315,2025-12-17,HSY,0.46789727,0
612,2025-12-17,CPAY,0.46785435,0
2571,2025-12-17,TXT,0.46766394,0
2448,2025-12-17,TDY,0.46759304,0
712,2025-12-17,D,0.4672636,0
825,2025-12-17,DTE,0.46721542,0
630,2025-12-17,CPT,0.46719563,0
1844,2025-12-17,MTD,0.4671816,0
2257,2025-12-17,ROP,0.4671589,0
2640,2025-12-17,V,0.4671357,0
1627,2025-12-17,LUV,0.466887,0
2679,2025-12-17,VRTX,0.46686542,0
1903,2025-12-17,NOC,0.46674728,0
2208,2025-12-17,RCL,0.46670002,0
524,2025-12-17,CINF,0.46655798,0
1160,2025-12-17,GIS,0.4665553,0
33,2025-12-17,ACGL,0.46646821,0
391,2025-12-17,BWA,0.46638694,0
2524,2025-12-17,TROW,0.4663388,0
2303,2025-12-17,SHW,0.46630123,0
408,2025-12-17,C,0.46617207,0
2548,2025-12-17,TSN,0.46613058,0
2634,2025-12-17,USB,0.4659994,0
2789,2025-12-17,WYNN,0.46598592,0
1769,2025-12-17,MO,0.46596673,0
379,2025-12-17,BRO,0.46583387,0
724,2025-12-17,DAY,0.4657507,0
2484,2025-12-17,TGT,0.46552655,0
1275,2025-12-17,HOLX,0.46548012,0
1867,2025-12-17,NDSN,0.46536028,0
1545,2025-12-17,KVUE,0.46504262,0
1816,2025-12-17,MSCI,0.46501422,0
2685,2025-12-17,VST,0.46486223,0
618,2025-12-17,CPB,0.46482328,0
1355,2025-12-17,IEX,0.46481153,0
1327,2025-12-17,HUM,0.4646169,0
1303,2025-12-17,HSIC,0.46434906,0
2292,2025-12-17,SBUX,0.46431488,0
1072,2025-12-17,FITB,0.4641775,0
2286,2025-12-17,SBAC,0.46415335,0
1856,2025-12-17,NCLH,0.4641222,0
2472,2025-12-17,TFC,0.46396342,0
2599,2025-12-17,UHS,0.4638451,0
1224,2025-12-17,GWW,0.4633264,0
958,2025-12-17,ESS,0.4627839,0
1457,2025-12-17,JKHY,0.46258423,0
777,2025-12-17,DIS,0.4623847,0
1580,2025-12-17,LIN,0.4623611,0
577,2025-12-17,CNP,0.46232298,0
2674,2025-12-17,VRSN,0.46228158,0
813,2025-12-17,DPZ,0.46228066,0
1421,2025-12-17,IT,0.462167,0
1309,2025-12-17,HST,0.46215475,0
2356,2025-12-17,SPGI,0.46212053,0
45,2025-12-17,ADBE,0.46195534,0
2594,2025-12-17,UDR,0.46176416,0
1663,2025-12-17,MAA,0.46165624,0
2367,2025-12-17,STE,0.4615563,0
1270,2025-12-17,HLT,0.46153072,0
1747,2025-12-17,MLM,0.46140376,0
2583,2025-12-17,UAL,0.46135092,0
2623,2025-12-17,UPS,0.4613008,0
789,2025-12-17,DLTR,0.4611703,0
168,2025-12-17,AMGN,0.46026108,0
150,2025-12-17,AMCR,0.4597706,0
987,2025-12-17,EXC,0.45905837,0
2395,2025-12-17,SW,0.45904619,0
1032,2025-12-17,FDS,0.4588702,0
853,2025-12-17,EA,0.4588318,0
874,2025-12-17,EFX,0.45815855,0
1258,2025-12-17,HIG,0.45783052,0
2152,2025-12-17,PPG,0.45781347,0
461,2025-12-17,CCL,0.45768508,0
863,2025-12-17,ECL,0.457584,0
2703,2025-12-17,VZ,0.4574322,0
2101,2025-12-17,PKG,0.45741197,0
2646,2025-12-17,VICI,0.45729756,0
306,2025-12-17,BAX,0.45716858,0
103,2025-12-17,AIZ,0.45668852,0
682,2025-12-17,CTSH,0.45655674,0
879,2025-12-17,EG,0.45609882,0
1004,2025-12-17,EXR,0.45578313,0
373,2025-12-17,BR,0.45526513,0
1264,2025-12-17,HII,0.45496765,0
1385,2025-12-17,INVH,0.45485714,0
688,2025-12-17,CTVA,0.45459643,0
2225,2025-12-17,RF,0.4544529,0
2326,2025-12-17,SNA,0.45382813,0
1668,2025-12-17,MAR,0.45359552,0
1493,2025-12-17,KHC,0.4535683,0
2124,2025-12-17,PNC,0.45292717,0
1621,2025-12-17,LULU,0.4529167,0
736,2025-12-17,DE,0.4527976,0
1027,2025-12-17,FCX,0.4527627,0
1131,2025-12-17,GE,0.4524756,0
208,2025-12-17,AOS,0.45244828,0
202,2025-12-17,AON,0.45231667,0
1639,2025-12-17,LW,0.45181018,0
2777,2025-12-17,WTW,0.4512711,0
601,2025-12-17,COR,0.45105466,0
2437,2025-12-17,TAP,0.4509093,0
2761,2025-12-17,WMT,0.45046675,0
2235,2025-12-17,RL,0.45042944,0
414,2025-12-17,CAG,0.4504201,0
1481,2025-12-17,KEY,0.45041093,0
1741,2025-12-17,MKTX,0.4495795,0
1697,2025-12-17,MCO,0.44869336,0
294,2025-12-17,BAC,0.44811717,0
2158,2025-12-17,PPL,0.4452069,0
1804,2025-12-17,MRNA,0.44351918,0
2669,2025-12-17,VRSK,0.44211328,0
895,2025-12-17,ELV,0.44128206,0
